comission_eur,amount_eur,card_brand_group,traffic_type_group,transaction_comission,country,order_id,created_date,manager_id,merchant_name,gate_id,merchant_id,company_id,company_name,white_label_id,processor_name,processor_id,transaction_type,transaction_status,agent_fee,card_type,tax_reserve_cost,monthly_fee,item_id,records
115.39,3742.0,Mastercard,POS,0.96,NL,ORD-000213,2024-04-30 21:16:00,MGR-004,Merchant_48,GATE-02,MERCH-048,COMP-02,Company_B,WL-01,Square,PROC-05,purchase,completed,8.37,virtual,479.47,0.0,ITEM-0068,2
18.36,528.6,UnionPay,POS,0.26,US,ORD-000214,2024-05-25 14:40:00,MGR-002,Merchant_9,GATE-06,MERCH-009,COMP-03,Company_C,WL-03,Square,PROC-04,void,failed,46.58,virtual,30.91,0.0,ITEM-0018,9
30.29,893.41,UnionPay,POS,1.3,UK,ORD-000215,2024-09-30 09:58:00,MGR-015,Merchant_23,GATE-05,MERCH-023,COMP-08,Company_H,WL-03,Square,PROC-03,refund,failed,31.79,credit,75.58,0.0,ITEM-0001,9
179.13,4078.75,Amex,Recurring,0.75,FR,ORD-000216,2024-09-01 09:00:00,MGR-001,Merchant_50,GATE-09,MERCH-050,COMP-07,Company_G,WL-03,Adyen,PROC-04,void,cancelled,23.46,virtual,5.09,94.7,ITEM-0032,3
128.22,3577.54,Amex,Recurring,1.67,ES,ORD-000217,2024-09-21 19:51:00,MGR-014,Merchant_45,GATE-04,MERCH-045,COMP-05,Company_E,WL-01,Adyen,PROC-02,authorization,completed,11.03,virtual,42.51,0.0,ITEM-0080,8
47.76,1367.95,Discover,Online,0.46,FR,ORD-000218,2024-04-05 03:18:00,MGR-003,Merchant_18,GATE-03,MERCH-018,COMP-03,Company_C,WL-01,Square,PROC-02,authorization,cancelled,0.97,prepaid,10.18,0.0,ITEM-0064,6
96.8,2323.79,Mastercard,Mobile,0.73,NL,ORD-000219,2024-07-19 02:34:00,MGR-001,Merchant_31,GATE-02,MERCH-031,COMP-03,Company_C,WL-02,Square,PROC-04,refund,completed,42.18,debit,331.71,0.0,ITEM-0059,2
128.66,2610.48,Visa,Mobile,1.0,BE,ORD-000220,2024-01-22 23:59:00,MGR-010,Merchant_36,GATE-04,MERCH-036,COMP-09,Company_I,WL-03,Stripe,PROC-02,purchase,pending,34.07,virtual,122.21,0.0,ITEM-0042,1
17.78,845.13,Visa,POS,0.33,DE,ORD-000221,2024-08-31 22:38:00,MGR-016,Merchant_10,GATE-02,MERCH-010,COMP-06,Company_F,WL-05,PayPal,PROC-01,purchase,failed,39.46,debit,1.13,0.0,ITEM-0090,9
59.52,3959.42,Amex,POS,0.54,ES,ORD-000222,2024-08-12 23:12:00,MGR-002,Merchant_2,GATE-08,MERCH-002,COMP-07,Company_G,WL-04,Braintree,PROC-03,void,cancelled,49.08,debit,468.34,80.55,ITEM-0073,3
62.48,2722.67,UnionPay,Mobile,0.99,BE,ORD-000223,2024-09-28 04:28:00,MGR-001,Merchant_19,GATE-09,MERCH-019,COMP-05,Company_E,WL-04,Adyen,PROC-01,void,failed,43.38,debit,244.5,16.03,ITEM-0042,2
103.98,3294.86,Visa,Online,0.84,CA,ORD-000224,2024-05-24 10:26:00,MGR-003,Merchant_42,GATE-01,MERCH-042,COMP-06,Company_F,WL-02,Adyen,PROC-01,refund,completed,26.2,virtual,245.9,0.0,ITEM-0025,2
6.02,168.77,Visa,POS,0.84,BE,ORD-000225,2024-01-26 11:14:00,MGR-003,Merchant_39,GATE-08,MERCH-039,COMP-02,Company_B,WL-01,PayPal,PROC-05,capture,failed,24.5,credit,15.8,0.0,ITEM-0079,5
104.33,2649.81,Mastercard,POS,1.69,CA,ORD-000226,2024-02-21 23:14:00,MGR-008,Merchant_35,GATE-10,MERCH-035,COMP-07,Company_G,WL-02,Braintree,PROC-05,capture,completed,3.9,prepaid,85.81,0.0,ITEM-0087,8
95.22,3515.73,Amex,Recurring,0.3,IT,ORD-000227,2024-03-21 17:38:00,MGR-012,Merchant_29,GATE-07,MERCH-029,COMP-06,Company_F,WL-04,PayPal,PROC-05,refund,processing,39.62,debit,290.03,0.0,ITEM-0049,9
93.39,4631.47,Amex,POS,1.93,FR,ORD-000228,2024-01-09 16:08:00,MGR-011,Merchant_20,GATE-01,MERCH-020,COMP-01,Company_A,WL-03,Braintree,PROC-05,void,processing,22.37,debit,275.87,98.3,ITEM-0013,1
37.48,2307.25,Mastercard,Online,0.6,IT,ORD-000229,2024-06-02 02:36:00,MGR-016,Merchant_26,GATE-03,MERCH-026,COMP-10,Company_J,WL-04,Braintree,PROC-01,void,failed,44.48,credit,86.47,0.0,ITEM-0094,10
78.86,1913.92,Visa,ATM,1.85,US,ORD-000230,2024-03-02 07:47:00,MGR-010,Merchant_42,GATE-09,MERCH-042,COMP-10,Company_J,WL-01,PayPal,PROC-05,void,pending,16.72,prepaid,252.58,0.0,ITEM-0065,4
28.61,774.46,Mastercard,POS,1.99,IT,ORD-000231,2024-02-16 07:27:00,MGR-003,Merchant_19,GATE-08,MERCH-019,COMP-07,Company_G,WL-05,Stripe,PROC-05,capture,failed,48.55,credit,87.46,0.0,ITEM-0052,9
82.58,2178.11,Mastercard,POS,1.55,UK,ORD-000232,2024-10-19 06:35:00,MGR-009,Merchant_40,GATE-07,MERCH-040,COMP-09,Company_I,WL-03,Braintree,PROC-01,purchase,cancelled,24.05,virtual,64.73,0.0,ITEM-0047,6
22.84,960.54,Mastercard,POS,1.35,IT,ORD-000233,2024-08-14 19:09:00,MGR-005,Merchant_29,GATE-02,MERCH-029,COMP-01,Company_A,WL-01,Stripe,PROC-02,void,pending,38.48,prepaid,24.39,0.0,ITEM-0002,6
50.17,3472.04,UnionPay,ATM,0.96,AU,ORD-000234,2024-04-14 17:33:00,MGR-005,Merchant_49,GATE-01,MERCH-049,COMP-05,Company_E,WL-04,Braintree,PROC-05,purchase,failed,1.14,debit,108.85,0.0,ITEM-0008,5
38.3,1011.47,Visa,Online,0.62,ES,ORD-000235,2024-05-18 21:54:00,MGR-013,Merchant_43,GATE-04,MERCH-043,COMP-06,Company_F,WL-04,Braintree,PROC-01,authorization,cancelled,23.25,credit,143.4,0.0,ITEM-0024,4
71.03,2508.25,Visa,Mobile,1.86,IT,ORD-000236,2024-06-19 15:25:00,MGR-012,Merchant_48,GATE-05,MERCH-048,COMP-03,Company_C,WL-02,Braintree,PROC-03,purchase,failed,1.07,virtual,93.08,0.0,ITEM-0004,9
90.29,4746.09,Discover,Mobile,0.75,AU,ORD-000237,2024-04-26 13:15:00,MGR-011,Merchant_37,GATE-08,MERCH-037,COMP-03,Company_C,WL-05,Adyen,PROC-02,refund,processing,19.64,debit,97.72,52.07,ITEM-0018,5
158.32,3445.78,UnionPay,Online,1.83,DE,ORD-000238,2024-10-16 05:20:00,MGR-011,Merchant_5,GATE-03,MERCH-005,COMP-09,Company_I,WL-01,PayPal,PROC-04,capture,failed,21.5,virtual,469.83,65.62,ITEM-0096,5
13.46,768.27,Mastercard,Online,0.35,IT,ORD-000239,2024-10-17 19:14:00,MGR-003,Merchant_39,GATE-08,MERCH-039,COMP-04,Company_D,WL-02,Braintree,PROC-05,capture,failed,1.31,debit,113.62,0.0,ITEM-0050,8
39.3,2374.5,Visa,POS,0.53,BE,ORD-000240,2024-04-23 23:42:00,MGR-020,Merchant_13,GATE-08,MERCH-013,COMP-04,Company_D,WL-03,Square,PROC-02,capture,cancelled,20.43,credit,345.07,95.02,ITEM-0078,7
92.86,3603.8,Visa,POS,1.88,CA,ORD-000241,2024-01-20 16:06:00,MGR-018,Merchant_29,GATE-07,MERCH-029,COMP-08,Company_H,WL-01,Braintree,PROC-04,void,completed,28.6,debit,289.83,0.0,ITEM-0038,8
44.28,1996.22,Discover,Online,1.67,CA,ORD-000242,2024-01-28 22:33:00,MGR-004,Merchant_10,GATE-03,MERCH-010,COMP-08,Company_H,WL-05,Braintree,PROC-02,capture,cancelled,23.07,prepaid,126.5,0.0,ITEM-0058,1
30.34,902.6,Visa,ATM,1.45,IT,ORD-000243,2024-03-24 22:46:00,MGR-003,Merchant_8,GATE-09,MERCH-008,COMP-02,Company_B,WL-04,Braintree,PROC-05,refund,cancelled,10.1,virtual,61.56,0.0,ITEM-0006,3
148.82,4562.14,Amex,POS,1.35,UK,ORD-000244,2024-01-27 13:19:00,MGR-005,Merchant_20,GATE-04,MERCH-020,COMP-08,Company_H,WL-01,Braintree,PROC-03,purchase,cancelled,7.5,virtual,594.55,0.0,ITEM-0064,9
138.62,4039.2,Mastercard,Recurring,1.04,ES,ORD-000245,2024-08-14 02:38:00,MGR-020,Merchant_39,GATE-09,MERCH-039,COMP-01,Company_A,WL-02,Stripe,PROC-02,refund,completed,10.84,prepaid,399.56,0.0,ITEM-0005,3
156.65,4270.61,UnionPay,Recurring,1.69,AU,ORD-000246,2024-08-01 05:10:00,MGR-018,Merchant_44,GATE-03,MERCH-044,COMP-05,Company_E,WL-04,Braintree,PROC-03,purchase,completed,14.92,prepaid,589.59,0.0,ITEM-0042,6
192.16,4488.67,UnionPay,ATM,1.54,CA,ORD-000247,2024-03-03 22:55:00,MGR-007,Merchant_18,GATE-04,MERCH-018,COMP-06,Company_F,WL-05,Stripe,PROC-01,void,processing,42.17,credit,43.71,0.0,ITEM-0062,10
230.94,4670.12,UnionPay,ATM,0.65,BE,ORD-000248,2024-06-30 04:39:00,MGR-006,Merchant_37,GATE-10,MERCH-037,COMP-08,Company_H,WL-02,PayPal,PROC-02,purchase,completed,30.44,credit,221.71,0.0,ITEM-0060,2
67.5,3689.97,Amex,Online,1.27,ES,ORD-000249,2024-04-18 00:40:00,MGR-010,Merchant_13,GATE-09,MERCH-013,COMP-05,Company_E,WL-05,PayPal,PROC-01,purchase,failed,20.73,prepaid,25.18,0.0,ITEM-0051,10
34.43,3083.81,Mastercard,ATM,0.43,CA,ORD-000250,2024-08-30 01:41:00,MGR-011,Merchant_9,GATE-08,MERCH-009,COMP-08,Company_H,WL-04,Stripe,PROC-05,authorization,processing,16.53,prepaid,156.32,0.0,ITEM-0072,9
3.42,103.4,Discover,Recurring,0.73,DE,ORD-000251,2024-03-17 08:53:00,MGR-019,Merchant_2,GATE-10,MERCH-002,COMP-06,Company_F,WL-04,Adyen,PROC-05,purchase,failed,45.81,prepaid,12.34,0.0,ITEM-0091,1
18.39,1364.77,Visa,POS,1.77,UK,ORD-000252,2024-09-25 09:11:00,MGR-015,Merchant_8,GATE-09,MERCH-008,COMP-06,Company_F,WL-01,Square,PROC-05,refund,pending,18.58,prepaid,169.8,0.0,ITEM-0062,9
36.0,1558.69,Discover,Recurring,1.56,UK,ORD-000253,2024-03-08 06:46:00,MGR-001,Merchant_3,GATE-05,MERCH-003,COMP-08,Company_H,WL-01,Braintree,PROC-01,authorization,cancelled,4.91,credit,229.66,0.0,ITEM-0014,9
152.65,3833.24,Amex,ATM,0.14,UK,ORD-000254,2024-04-12 06:18:00,MGR-009,Merchant_18,GATE-03,MERCH-018,COMP-09,Company_I,WL-02,PayPal,PROC-01,purchase,processing,37.92,credit,367.33,0.0,ITEM-0027,9
39.98,1758.09,Discover,Online,0.37,DE,ORD-000255,2024-02-06 09:39:00,MGR-001,Merchant_22,GATE-08,MERCH-022,COMP-09,Company_I,WL-01,Stripe,PROC-04,purchase,completed,35.22,virtual,74.7,0.0,ITEM-0051,3
160.98,3526.34,Visa,ATM,1.3,AU,ORD-000256,2024-06-19 06:45:00,MGR-005,Merchant_49,GATE-02,MERCH-049,COMP-09,Company_I,WL-04,Stripe,PROC-04,authorization,cancelled,34.51,virtual,235.83,0.0,ITEM-0030,4
33.32,727.17,Discover,Online,0.59,IT,ORD-000257,2024-06-15 14:31:00,MGR-016,Merchant_2,GATE-08,MERCH-002,COMP-02,Company_B,WL-02,PayPal,PROC-03,void,processing,18.17,debit,20.0,33.03,ITEM-0066,2
78.47,2034.37,UnionPay,POS,0.3,CA,ORD-000258,2024-08-24 12:37:00,MGR-006,Merchant_27,GATE-08,MERCH-027,COMP-04,Company_D,WL-04,Stripe,PROC-03,refund,processing,27.81,virtual,21.64,0.0,ITEM-0056,10
125.18,3938.76,Amex,Recurring,0.55,UK,ORD-000259,2024-09-06 03:37:00,MGR-015,Merchant_39,GATE-03,MERCH-039,COMP-08,Company_H,WL-03,Square,PROC-01,void,completed,33.13,virtual,46.02,57.42,ITEM-0042,8
40.22,3228.5,Amex,ATM,0.51,AU,ORD-000260,2024-03-16 21:09:00,MGR-019,Merchant_29,GATE-08,MERCH-029,COMP-09,Company_I,WL-02,Adyen,PROC-03,authorization,processing,6.95,prepaid,281.25,80.98,ITEM-0056,6
164.93,4951.54,Amex,Online,1.26,ES,ORD-000261,2024-10-08 01:00:00,MGR-001,Merchant_46,GATE-04,MERCH-046,COMP-09,Company_I,WL-04,Braintree,PROC-04,authorization,cancelled,25.52,virtual,629.57,6.24,ITEM-0049,7
99.65,2730.14,Mastercard,Online,1.0,UK,ORD-000262,2024-03-19 09:55:00,MGR-001,Merchant_43,GATE-03,MERCH-043,COMP-03,Company_C,WL-04,Square,PROC-02,purchase,pending,9.41,virtual,157.5,84.0,ITEM-0059,10
162.5,4652.25,UnionPay,ATM,0.96,FR,ORD-000263,2024-04-25 05:27:00,MGR-017,Merchant_39,GATE-05,MERCH-039,COMP-01,Company_A,WL-04,Braintree,PROC-05,authorization,completed,21.21,credit,572.28,0.0,ITEM-0073,8
51.24,3527.36,UnionPay,Online,1.01,FR,ORD-000264,2024-05-23 14:33:00,MGR-016,Merchant_6,GATE-02,MERCH-006,COMP-09,Company_I,WL-05,Braintree,PROC-03,void,completed,34.52,prepaid,75.18,98.36,ITEM-0069,1
71.68,2349.66,Amex,Recurring,0.99,ES,ORD-000265,2024-05-28 05:02:00,MGR-002,Merchant_45,GATE-08,MERCH-045,COMP-10,Company_J,WL-05,Adyen,PROC-05,purchase,failed,36.69,credit,148.39,79.82,ITEM-0037,8
12.75,421.73,Mastercard,Recurring,1.72,DE,ORD-000266,2024-05-11 00:47:00,MGR-015,Merchant_8,GATE-06,MERCH-008,COMP-10,Company_J,WL-02,PayPal,PROC-02,capture,pending,13.89,credit,8.38,0.0,ITEM-0044,2
163.6,4837.05,Mastercard,Recurring,1.66,IT,ORD-000267,2024-07-15 07:42:00,MGR-002,Merchant_29,GATE-05,MERCH-029,COMP-03,Company_C,WL-01,Stripe,PROC-02,capture,cancelled,41.88,virtual,546.17,0.0,ITEM-0039,8
149.69,3733.29,Amex,ATM,1.11,NL,ORD-000268,2024-03-15 16:55:00,MGR-011,Merchant_28,GATE-09,MERCH-028,COMP-01,Company_A,WL-01,Stripe,PROC-05,authorization,cancelled,18.99,prepaid,395.14,0.0,ITEM-0043,5
18.71,1342.77,Amex,Recurring,1.34,US,ORD-000269,2024-04-09 16:21:00,MGR-001,Merchant_44,GATE-02,MERCH-044,COMP-03,Company_C,WL-01,Square,PROC-01,void,completed,19.56,virtual,155.72,73.43,ITEM-0045,4
72.86,3629.0,Visa,Recurring,0.16,DE,ORD-000270,2024-04-21 19:40:00,MGR-013,Merchant_8,GATE-10,MERCH-008,COMP-02,Company_B,WL-02,Stripe,PROC-02,authorization,failed,30.97,virtual,30.96,0.0,ITEM-0085,2
149.99,3197.51,Discover,ATM,0.63,IT,ORD-000271,2024-03-23 02:17:00,MGR-002,Merchant_50,GATE-05,MERCH-050,COMP-01,Company_A,WL-03,Adyen,PROC-04,purchase,cancelled,21.35,debit,433.29,32.34,ITEM-0079,7
26.73,900.43,Visa,Online,0.37,AU,ORD-000272,2024-08-14 22:16:00,MGR-009,Merchant_7,GATE-08,MERCH-007,COMP-01,Company_A,WL-01,Square,PROC-02,purchase,completed,38.44,virtual,29.5,0.0,ITEM-0035,3
161.8,3503.28,UnionPay,POS,1.19,US,ORD-000273,2024-08-11 12:54:00,MGR-013,Merchant_47,GATE-08,MERCH-047,COMP-02,Company_B,WL-01,Braintree,PROC-05,authorization,failed,25.77,prepaid,493.92,0.0,ITEM-0052,1
153.04,3165.04,UnionPay,Online,0.27,NL,ORD-000274,2024-08-23 09:41:00,MGR-007,Merchant_13,GATE-05,MERCH-013,COMP-03,Company_C,WL-04,Stripe,PROC-03,capture,completed,26.73,virtual,456.21,0.0,ITEM-0095,4
12.55,708.32,Discover,Online,1.47,US,ORD-000275,2024-10-03 20:19:00,MGR-011,Merchant_32,GATE-01,MERCH-032,COMP-09,Company_I,WL-03,Stripe,PROC-04,purchase,pending,29.65,virtual,51.98,0.0,ITEM-0087,9
24.99,753.28,Visa,POS,1.86,US,ORD-000276,2024-08-29 19:02:00,MGR-010,Merchant_16,GATE-02,MERCH-016,COMP-03,Company_C,WL-04,Braintree,PROC-02,void,completed,1.84,credit,16.0,0.0,ITEM-0015,8
103.15,2978.94,UnionPay,POS,0.22,IT,ORD-000277,2024-07-24 10:07:00,MGR-007,Merchant_44,GATE-01,MERCH-044,COMP-10,Company_J,WL-05,Adyen,PROC-03,purchase,completed,10.13,prepaid,150.74,73.79,ITEM-0019,7
21.04,848.57,Visa,Online,0.41,DE,ORD-000278,2024-07-11 05:01:00,MGR-003,Merchant_32,GATE-10,MERCH-032,COMP-02,Company_B,WL-03,Square,PROC-04,refund,pending,12.18,debit,74.08,0.0,ITEM-0082,5
69.39,2620.2,Amex,ATM,1.88,US,ORD-000279,2024-09-12 19:05:00,MGR-018,Merchant_41,GATE-04,MERCH-041,COMP-05,Company_E,WL-02,Stripe,PROC-05,purchase,processing,30.53,prepaid,14.79,0.0,ITEM-0098,9
72.64,2542.63,Mastercard,POS,1.29,US,ORD-000280,2024-03-17 21:54:00,MGR-002,Merchant_31,GATE-06,MERCH-031,COMP-08,Company_H,WL-03,Adyen,PROC-04,authorization,failed,10.41,virtual,20.24,0.0,ITEM-0006,2
174.1,3704.68,Amex,ATM,0.43,FR,ORD-000281,2024-04-30 23:28:00,MGR-011,Merchant_38,GATE-04,MERCH-038,COMP-10,Company_J,WL-01,PayPal,PROC-02,purchase,pending,39.27,virtual,269.55,0.0,ITEM-0026,7
57.69,4457.91,Discover,POS,1.21,IT,ORD-000282,2024-08-20 05:24:00,MGR-009,Merchant_24,GATE-04,MERCH-024,COMP-03,Company_C,WL-03,Adyen,PROC-01,void,completed,2.72,prepaid,291.46,0.0,ITEM-0018,2
120.73,4259.74,Discover,Recurring,0.43,BE,ORD-000283,2024-03-28 18:35:00,MGR-007,Merchant_15,GATE-10,MERCH-015,COMP-02,Company_B,WL-04,Square,PROC-03,purchase,cancelled,17.18,debit,566.38,0.0,ITEM-0032,6
41.14,2176.9,Visa,ATM,1.86,CA,ORD-000284,2024-01-23 01:30:00,MGR-013,Merchant_47,GATE-08,MERCH-047,COMP-09,Company_I,WL-01,Square,PROC-04,refund,completed,47.31,credit,298.37,41.78,ITEM-0089,7
72.72,4750.17,UnionPay,Online,0.66,BE,ORD-000285,2024-06-05 05:45:00,MGR-015,Merchant_30,GATE-03,MERCH-030,COMP-10,Company_J,WL-04,Adyen,PROC-03,capture,completed,32.38,credit,64.65,0.0,ITEM-0050,6
58.14,2659.29,Visa,Recurring,1.53,IT,ORD-000286,2024-04-16 21:05:00,MGR-002,Merchant_40,GATE-02,MERCH-040,COMP-06,Company_F,WL-04,PayPal,PROC-04,void,completed,34.9,prepaid,244.32,0.0,ITEM-0047,3
123.92,3244.38,Mastercard,POS,1.17,IT,ORD-000287,2024-10-03 03:41:00,MGR-012,Merchant_31,GATE-05,MERCH-031,COMP-10,Company_J,WL-05,Square,PROC-03,purchase,completed,38.68,prepaid,67.36,0.0,ITEM-0045,8
75.69,2436.27,Mastercard,ATM,0.33,UK,ORD-000288,2024-05-29 14:39:00,MGR-003,Merchant_24,GATE-07,MERCH-024,COMP-02,Company_B,WL-02,PayPal,PROC-01,purchase,pending,35.49,prepaid,247.88,0.0,ITEM-0015,3
111.9,2486.68,Visa,Mobile,1.09,FR,ORD-000289,2024-03-08 15:22:00,MGR-003,Merchant_27,GATE-01,MERCH-027,COMP-08,Company_H,WL-02,Braintree,PROC-03,capture,processing,31.36,prepaid,109.35,54.14,ITEM-0084,6
89.24,2435.88,Discover,Mobile,1.11,ES,ORD-000290,2024-06-05 05:50:00,MGR-002,Merchant_17,GATE-03,MERCH-017,COMP-04,Company_D,WL-03,PayPal,PROC-04,refund,processing,27.42,debit,167.35,0.0,ITEM-0092,9
70.13,1433.38,Mastercard,ATM,1.69,ES,ORD-000291,2024-05-01 03:02:00,MGR-012,Merchant_21,GATE-03,MERCH-021,COMP-10,Company_J,WL-02,Braintree,PROC-01,authorization,failed,34.64,debit,143.27,0.0,ITEM-0048,8
44.63,2703.93,Visa,Recurring,0.67,CA,ORD-000292,2024-03-15 14:59:00,MGR-011,Merchant_21,GATE-05,MERCH-021,COMP-03,Company_C,WL-04,PayPal,PROC-05,refund,processing,46.02,virtual,164.09,0.0,ITEM-0044,2
168.43,3660.89,Visa,Recurring,0.36,FR,ORD-000293,2024-04-22 14:22:00,MGR-019,Merchant_6,GATE-09,MERCH-006,COMP-06,Company_F,WL-02,PayPal,PROC-02,purchase,completed,27.55,virtual,169.18,0.0,ITEM-0087,2
125.78,4879.44,Amex,ATM,1.03,IT,ORD-000294,2024-07-03 12:09:00,MGR-001,Merchant_46,GATE-05,MERCH-046,COMP-07,Company_G,WL-03,PayPal,PROC-03,capture,processing,30.16,credit,374.42,0.0,ITEM-0028,8
98.78,3710.22,Visa,POS,0.94,FR,ORD-000295,2024-07-31 04:53:00,MGR-010,Merchant_38,GATE-08,MERCH-038,COMP-10,Company_J,WL-05,PayPal,PROC-01,void,cancelled,8.19,credit,405.16,72.86,ITEM-0001,7
66.94,3197.64,Amex,Recurring,0.43,ES,ORD-000296,2024-07-14 09:35:00,MGR-016,Merchant_32,GATE-09,MERCH-032,COMP-01,Company_A,WL-04,Adyen,PROC-01,purchase,pending,23.11,prepaid,272.4,19.93,ITEM-0039,8
23.07,629.64,Visa,Recurring,0.65,IT,ORD-000297,2024-01-15 03:48:00,MGR-019,Merchant_18,GATE-08,MERCH-018,COMP-08,Company_H,WL-05,Square,PROC-03,capture,completed,8.97,prepaid,85.64,0.0,ITEM-0066,10
1.99,97.55,Discover,Mobile,1.21,US,ORD-000298,2024-07-01 05:03:00,MGR-010,Merchant_18,GATE-05,MERCH-018,COMP-06,Company_F,WL-05,Stripe,PROC-05,refund,pending,7.31,credit,6.75,0.0,ITEM-0077,3
122.26,2723.12,Mastercard,Online,1.67,DE,ORD-000299,2024-07-04 03:34:00,MGR-017,Merchant_38,GATE-05,MERCH-038,COMP-06,Company_F,WL-03,Square,PROC-04,authorization,pending,34.25,credit,122.98,0.0,ITEM-0028,3
109.1,2521.88,Discover,Online,1.61,UK,ORD-000300,2024-10-09 22:48:00,MGR-005,Merchant_8,GATE-01,MERCH-008,COMP-07,Company_G,WL-04,PayPal,PROC-03,authorization,pending,27.93,virtual,260.88,84.61,ITEM-0077,9
90.47,3820.31,Mastercard,POS,1.45,UK,ORD-000301,2024-03-13 22:14:00,MGR-014,Merchant_20,GATE-02,MERCH-020,COMP-03,Company_C,WL-01,Stripe,PROC-04,capture,completed,1.44,debit,466.79,0.0,ITEM-0014,1
121.16,3967.35,Mastercard,Recurring,0.21,FR,ORD-000302,2024-01-06 03:50:00,MGR-006,Merchant_8,GATE-06,MERCH-008,COMP-10,Company_J,WL-01,Stripe,PROC-02,authorization,processing,5.95,prepaid,150.57,0.0,ITEM-0046,3
176.36,4277.14,Mastercard,Recurring,1.26,US,ORD-000303,2024-09-27 06:45:00,MGR-004,Merchant_13,GATE-04,MERCH-013,COMP-05,Company_E,WL-05,Square,PROC-03,void,pending,25.25,virtual,43.84,76.32,ITEM-0087,2
22.07,912.43,Mastercard,ATM,0.82,IT,ORD-000304,2024-06-09 03:29:00,MGR-010,Merchant_8,GATE-09,MERCH-008,COMP-09,Company_I,WL-01,Stripe,PROC-03,capture,completed,10.71,virtual,31.14,0.0,ITEM-0037,8
67.57,3005.94,Amex,POS,1.95,US,ORD-000305,2024-08-07 06:54:00,MGR-016,Merchant_5,GATE-02,MERCH-005,COMP-08,Company_H,WL-04,Square,PROC-05,purchase,completed,22.2,debit,249.76,0.0,ITEM-0051,7
170.79,3478.24,Visa,POS,1.51,NL,ORD-000306,2024-04-11 10:12:00,MGR-016,Merchant_39,GATE-05,MERCH-039,COMP-07,Company_G,WL-05,Braintree,PROC-03,capture,failed,44.62,virtual,88.03,0.0,ITEM-0086,10
235.19,4751.19,Visa,Online,1.07,US,ORD-000307,2024-09-07 15:14:00,MGR-003,Merchant_41,GATE-08,MERCH-041,COMP-03,Company_C,WL-01,Adyen,PROC-04,void,failed,7.37,debit,324.01,0.0,ITEM-0039,10
126.07,3119.93,Amex,Recurring,1.36,IT,ORD-000308,2024-05-30 21:31:00,MGR-018,Merchant_32,GATE-09,MERCH-032,COMP-09,Company_I,WL-01,Stripe,PROC-04,purchase,cancelled,26.0,virtual,230.34,0.0,ITEM-0041,7
25.38,2218.36,Discover,Online,0.44,AU,ORD-000309,2024-08-08 04:19:00,MGR-016,Merchant_46,GATE-09,MERCH-046,COMP-07,Company_G,WL-05,Braintree,PROC-04,capture,processing,32.97,debit,259.34,16.41,ITEM-0065,1
58.47,1963.01,Amex,Recurring,1.94,US,ORD-000310,2024-01-15 18:02:00,MGR-011,Merchant_9,GATE-07,MERCH-009,COMP-06,Company_F,WL-01,Square,PROC-03,authorization,cancelled,30.85,prepaid,103.87,32.05,ITEM-0008,4
44.75,1245.59,Visa,ATM,1.23,NL,ORD-000311,2024-06-21 05:01:00,MGR-019,Merchant_35,GATE-09,MERCH-035,COMP-06,Company_F,WL-04,PayPal,PROC-01,capture,processing,45.52,credit,12.24,0.0,ITEM-0041,7
65.39,2856.06,Mastercard,Recurring,0.29,ES,ORD-000312,2024-09-11 16:51:00,MGR-012,Merchant_49,GATE-07,MERCH-049,COMP-06,Company_F,WL-02,Square,PROC-01,void,pending,24.42,prepaid,295.97,0.0,ITEM-0034,1
49.2,1493.63,Discover,ATM,1.63,FR,ORD-000313,2024-06-21 08:04:00,MGR-012,Merchant_37,GATE-02,MERCH-037,COMP-09,Company_I,WL-03,Braintree,PROC-03,capture,processing,31.23,prepaid,214.62,57.82,ITEM-0026,7
70.61,2017.48,Discover,Mobile,0.96,CA,ORD-000314,2024-09-21 05:36:00,MGR-020,Merchant_32,GATE-07,MERCH-032,COMP-04,Company_D,WL-05,Stripe,PROC-05,refund,failed,38.17,virtual,54.65,0.0,ITEM-0019,4
28.47,760.86,Amex,Recurring,0.67,FR,ORD-000315,2024-04-14 13:17:00,MGR-013,Merchant_19,GATE-04,MERCH-019,COMP-03,Company_C,WL-01,Adyen,PROC-02,purchase,pending,21.77,prepaid,36.37,6.44,ITEM-0060,8
76.94,2803.53,Visa,ATM,1.33,US,ORD-000316,2024-05-12 08:42:00,MGR-002,Merchant_36,GATE-02,MERCH-036,COMP-03,Company_C,WL-03,Braintree,PROC-03,purchase,cancelled,1.85,prepaid,67.01,0.0,ITEM-0086,2
86.77,1990.51,Amex,ATM,1.7,UK,ORD-000317,2024-03-02 16:42:00,MGR-008,Merchant_38,GATE-10,MERCH-038,COMP-09,Company_I,WL-01,PayPal,PROC-03,void,cancelled,11.8,debit,170.48,0.0,ITEM-0055,4
12.41,729.95,Amex,Recurring,1.94,NL,ORD-000318,2024-09-08 17:23:00,MGR-016,Merchant_45,GATE-04,MERCH-045,COMP-02,Company_B,WL-03,Adyen,PROC-03,capture,failed,21.97,prepaid,27.84,0.0,ITEM-0003,10
7.27,183.7,Visa,Recurring,1.62,FR,ORD-000319,2024-05-09 17:24:00,MGR-015,Merchant_20,GATE-07,MERCH-020,COMP-06,Company_F,WL-01,Square,PROC-03,authorization,completed,2.73,debit,25.28,0.0,ITEM-0039,4
